treatment,run_id,uses_cohorts,solution_found,solution_size,update_found,fitness,num_antagonists,sorts_per_antagonist,network
TESTS_COEVO__SEL_LEX,1009,0,True,65,62551,16384.5,1024,16,"[(5,15),(13,9),(3,4),(12,1),(9,1),(10,14),(6,0),(7,8),(2,11),(2,0),(11,12),(15,6),(5,7),(8,11),(13,6),(11,12),(13,15),(14,4),(9,7),(8,6),(2,4),(4,9),(11,13),(10,3),(7,2),(14,9),(10,8),(9,11),(3,5),(0,1),(11,13),(4,8),(15,12),(6,4),(14,15),(10,12),(1,5),(0,3),(1,3),(7,8),(6,9),(2,4),(13,14),(10,11),(10,5),(10,8),(3,4),(5,7),(9,7),(1,2),(4,6),(2,3),(12,14),(4,5),(10,11),(13,12),(10,12),(7,6),(3,4),(9,8),(7,8),(6,5),(9,10),(7,6),(11,12)]"
TESTS_COEVO__SEL_LEX,1010,0,True,63,73394,16384.5,1024,16,"[(15,5),(12,1),(13,4),(6,7),(2,3),(9,11),(8,14),(6,8),(5,1),(10,0),(0,9),(15,10),(13,14),(2,4),(7,12),(9,8),(2,6),(5,4),(1,0),(10,13),(6,10),(3,11),(8,4),(3,7),(11,12),(1,3),(10,3),(6,1),(13,7),(4,3),(15,14),(2,0),(9,5),(8,10),(2,6),(12,15),(11,14),(13,9),(7,8),(14,12),(5,11),(6,4),(13,14),(12,9),(7,5),(10,11),(2,3),(6,10),(5,4),(5,3),(1,3),(7,8),(6,7),(13,12),(9,8),(9,11),(6,5),(10,8),(1,2),(4,3),(7,8),(9,10),(11,12)]"
TESTS_COEVO__SEL_LEX,1011,0,True,61,58524,16384.5,1024,16,"[(8,9),(0,4),(11,3),(1,12),(0,1),(10,14),(6,7),(2,5),(8,2),(5,9),(13,15),(4,12),(6,10),(7,14),(13,3),(10,5),(11,15),(0,3),(13,1),(12,14),(11,4),(9,15),(2,6),(7,8),(3,7),(4,5),(0,2),(11,10),(6,1),(3,1),(12,9),(4,2),(8,13),(6,5),(11,12),(10,5),(4,3),(6,7),(14,15),(2,1),(10,8),(13,14),(12,14),(9,6),(10,9),(13,11),(11,7),(8,9),(8,6),(4,5),(11,10),(6,4),(8,5),(9,7),(5,6),(13,12),(10,9),(11,12),(3,2),(7,8),(4,3)]"
TESTS_COEVO__SEL_LEX,1012,0,True,62,72264,16384.5,1024,16,"[(15,11),(1,8),(5,10),(13,3),(4,14),(6,2),(0,9),(5,1),(3,0),(10,13),(12,7),(4,7),(8,9),(15,6),(10,8),(12,14),(3,7),(11,2),(11,5),(5,3),(12,6),(14,13),(11,7),(15,9),(2,4),(0,1),(0,2),(10,12),(14,15),(4,1),(3,2),(8,6),(6,2),(3,1),(13,9),(7,5),(9,10),(10,8),(3,8),(12,14),(5,4),(13,11),(6,4),(9,5),(7,10),(12,11),(14,13),(7,8),(5,6),(9,11),(1,2),(11,10),(12,13),(8,9),(12,11),(2,4),(7,6),(3,5),(7,8),(9,10),(5,6),(3,4)]"
TESTS_COEVO__SEL_LEX,1013,0,True,62,53655,16384.5,1024,16,"[(3,12),(5,10),(6,13),(8,2),(1,9),(14,11),(14,10),(6,3),(15,0),(4,7),(5,2),(15,7),(0,4),(12,13),(8,9),(6,7),(11,1),(5,11),(4,8),(3,1),(12,10),(6,5),(2,0),(11,7),(15,9),(14,13),(0,1),(10,4),(15,14),(8,13),(9,12),(2,3),(12,11),(6,9),(7,3),(8,10),(5,1),(2,4),(6,8),(4,5),(3,8),(2,1),(14,13),(5,3),(2,4),(6,3),(11,13),(10,11),(12,14),(7,9),(7,10),(8,10),(9,11),(5,7),(3,4),(6,5),(8,9),(7,8),(6,7),(12,13),(10,9),(12,11)]"
TESTS_COEVO__SEL_LEX,1014,0,True,64,32976,16384.5,1024,16,"[(12,0),(14,10),(8,15),(7,3),(2,9),(1,13),(5,6),(10,5),(11,4),(3,2),(0,1),(15,11),(4,8),(11,10),(13,9),(7,14),(1,3),(12,6),(4,5),(11,3),(15,12),(2,0),(13,14),(7,6),(13,12),(9,8),(3,8),(10,2),(3,6),(5,1),(9,12),(6,10),(5,9),(12,7),(9,10),(14,15),(7,8),(13,12),(0,4),(7,6),(7,5),(11,14),(12,11),(1,4),(3,2),(11,8),(11,10),(1,2),(8,7),(9,8),(4,3),(4,8),(9,10),(5,6),(7,8),(3,2),(13,14),(4,6),(5,3),(4,5),(9,8),(13,12),(12,11),(7,6)]"
TESTS_COEVO__SEL_LEX,1015,0,True,65,50904,16384.5,1024,16,"[(9,3),(14,15),(11,4),(13,8),(8,3),(6,0),(1,2),(5,12),(4,0),(6,11),(10,7),(13,15),(2,9),(6,13),(14,13),(10,12),(10,2),(2,6),(3,7),(1,5),(11,15),(3,1),(8,4),(7,13),(9,12),(0,7),(5,13),(9,11),(15,12),(0,1),(14,10),(2,1),(7,5),(4,3),(3,5),(4,2),(9,6),(2,5),(13,8),(7,4),(14,12),(10,7),(8,9),(11,13),(7,8),(6,4),(6,5),(5,4),(11,12),(6,11),(9,10),(8,9),(14,13),(6,8),(5,7),(10,11),(10,9),(1,3),(3,2),(6,7),(8,9),(13,12),(11,12),(5,4),(4,3)]"
TESTS_COEVO__SEL_LEX,1016,0,True,66,11053,16384.5,1024,16,"[(0,10),(9,1),(5,8),(15,6),(3,11),(2,7),(6,0),(13,4),(14,12),(14,8),(7,13),(4,2),(5,12),(3,1),(12,10),(1,0),(9,11),(4,14),(8,4),(7,3),(10,15),(5,2),(1,5),(9,6),(15,7),(12,13),(9,11),(7,12),(2,0),(5,7),(6,4),(9,8),(11,14),(15,13),(9,11),(8,7),(13,12),(11,13),(12,9),(10,3),(7,10),(5,6),(6,10),(3,2),(7,5),(4,1),(3,4),(9,8),(7,6),(5,4),(8,5),(9,10),(2,1),(7,8),(14,15),(9,8),(14,13),(5,6),(2,3),(10,12),(10,11),(7,6),(10,9),(13,12),(4,3),(12,11)]"
TESTS_COEVO__SEL_LEX,1017,0,True,62,70005,16384.5,1024,16,"[(4,2),(12,0),(15,1),(6,13),(9,5),(15,4),(10,3),(1,3),(11,14),(2,6),(7,8),(6,3),(9,14),(13,12),(12,4),(0,5),(7,11),(2,7),(11,5),(5,3),(8,10),(10,14),(13,15),(0,1),(8,9),(1,7),(2,0),(6,11),(3,2),(12,9),(10,13),(4,8),(7,5),(15,14),(8,9),(14,12),(1,4),(4,3),(11,13),(11,12),(9,5),(6,10),(9,10),(9,7),(8,7),(14,13),(9,11),(10,11),(6,5),(6,8),(4,7),(4,5),(13,12),(11,12),(7,6),(1,2),(8,9),(6,5),(3,2),(4,3),(9,10),(7,8)]"
TESTS_COEVO__SEL_LEX,1018,0,True,66,3188,16384.5,1024,16,"[(6,15),(5,4),(8,12),(0,13),(2,10),(3,14),(1,11),(6,1),(11,15),(0,4),(5,14),(13,10),(11,5),(5,10),(7,9),(2,3),(9,12),(13,15),(3,4),(7,8),(12,14),(12,10),(4,8),(14,15),(10,11),(6,7),(10,13),(2,6),(0,1),(13,8),(12,7),(9,8),(12,13),(7,3),(11,9),(11,14),(4,5),(7,5),(12,11),(11,9),(1,6),(7,8),(7,3),(0,2),(10,7),(6,10),(10,8),(2,1),(3,4),(1,3),(5,9),(6,5),(8,9),(13,14),(4,2),(2,3),(4,7),(5,4),(10,11),(13,12),(11,12),(7,6),(5,6),(7,8),(3,4),(9,10)]"
TESTS_COEVO__SEL_LEX,1019,0,True,62,40383,16384.5,1024,16,"[(2,0),(13,11),(7,9),(4,3),(8,1),(14,10),(5,12),(8,14),(15,6),(2,9),(10,9),(15,13),(12,4),(0,3),(15,12),(9,11),(4,13),(5,1),(10,14),(6,7),(1,0),(6,9),(15,14),(10,13),(14,13),(2,8),(4,2),(5,3),(7,11),(11,5),(8,12),(1,9),(11,12),(6,0),(7,3),(4,9),(10,9),(7,8),(13,11),(1,6),(9,5),(3,2),(9,11),(14,12),(6,3),(7,5),(10,8),(4,6),(8,9),(6,7),(11,10),(5,4),(2,1),(12,13),(9,7),(6,8),(7,8),(5,6),(3,2),(3,4),(9,10),(11,12)]"
TESTS_COEVO__SEL_LEX,1020,0,True,63,70925,16384.5,1024,16,"[(3,8),(0,9),(4,5),(10,12),(3,10),(2,15),(11,7),(14,1),(13,6),(2,1),(8,5),(12,13),(11,9),(7,0),(15,14),(0,1),(7,2),(9,14),(6,4),(12,5),(11,8),(15,13),(2,1),(10,6),(8,13),(4,3),(6,4),(5,9),(2,6),(1,4),(12,7),(15,11),(8,7),(3,0),(14,10),(14,12),(8,6),(3,5),(13,11),(11,12),(2,5),(5,7),(10,9),(10,6),(10,8),(3,1),(9,4),(14,13),(2,3),(4,5),(11,7),(7,9),(9,11),(6,5),(6,9),(4,3),(12,13),(10,12),(11,8),(10,11),(5,7),(7,6),(8,9)]"
TESTS_COEVO__SEL_LEX,1021,0,True,63,47897,16384.5,1024,16,"[(10,9),(15,14),(7,2),(13,6),(11,0),(3,8),(11,10),(4,5),(12,1),(2,4),(1,14),(9,0),(15,8),(5,7),(12,13),(10,8),(6,3),(12,4),(9,5),(4,8),(6,14),(10,12),(6,5),(14,9),(3,2),(15,11),(1,0),(1,3),(13,7),(9,10),(12,14),(0,2),(3,5),(13,15),(4,1),(7,11),(9,6),(5,10),(3,2),(8,7),(5,7),(9,8),(3,4),(6,5),(2,1),(6,8),(8,7),(11,13),(4,5),(6,5),(12,11),(10,9),(9,11),(6,7),(13,14),(12,13),(10,12),(11,8),(9,7),(3,2),(3,4),(9,8),(11,10)]"
TESTS_COEVO__SEL_LEX,1022,0,True,61,35598,16384.5,1024,16,"[(7,11),(9,15),(6,5),(0,14),(3,13),(12,8),(10,1),(2,4),(1,7),(3,8),(13,12),(0,5),(4,15),(6,14),(3,1),(11,10),(11,15),(14,13),(9,2),(8,9),(13,11),(14,15),(10,5),(2,0),(2,3),(12,7),(10,9),(6,4),(6,12),(9,11),(13,12),(7,4),(14,10),(8,5),(3,9),(0,1),(13,14),(2,1),(6,11),(5,4),(10,12),(5,2),(7,8),(9,8),(6,8),(3,5),(6,7),(13,12),(3,6),(11,10),(8,10),(9,11),(10,9),(12,11),(4,1),(5,7),(7,8),(2,4),(9,8),(3,4),(6,5)]"
TESTS_COEVO__SEL_LEX,1023,0,True,61,37484,16384.5,1024,16,"[(5,9),(8,1),(2,12),(8,12),(7,15),(9,15),(1,5),(4,0),(13,10),(6,3),(14,11),(13,6),(7,2),(14,4),(3,0),(6,8),(10,11),(0,1),(14,15),(4,9),(11,7),(6,4),(2,10),(2,0),(8,14),(3,5),(7,3),(2,3),(12,13),(1,10),(5,11),(9,12),(12,14),(15,13),(7,6),(8,9),(1,4),(5,9),(11,13),(8,10),(5,10),(3,4),(4,8),(1,2),(2,3),(10,7),(6,5),(13,14),(5,4),(11,12),(7,6),(11,9),(12,13),(10,11),(11,12),(9,7),(6,8),(3,4),(8,7),(6,5),(9,10)]"
TESTS_COEVO__SEL_LEX,1024,0,True,65,59710,16384.5,1024,16,"[(4,11),(0,13),(10,14),(8,5),(12,2),(9,7),(13,12),(7,5),(3,15),(4,3),(8,9),(1,6),(15,11),(7,12),(5,4),(6,14),(13,9),(2,0),(1,10),(11,10),(3,1),(2,8),(2,6),(4,0),(8,11),(4,3),(7,10),(6,8),(14,15),(9,5),(9,8),(5,4),(12,14),(3,7),(1,0),(15,13),(7,4),(2,1),(8,12),(11,13),(14,9),(6,10),(3,1),(4,2),(14,13),(4,8),(11,9),(7,6),(7,8),(9,12),(2,3),(5,10),(11,13),(5,4),(12,10),(8,5),(7,5),(4,6),(12,11),(4,3),(10,9),(9,7),(6,5),(8,9),(10,9)]"
TESTS_COEVO__SEL_LEX,1025,0,True,63,20401,16384.5,1024,16,"[(2,4),(14,15),(6,7),(10,5),(0,11),(8,9),(3,13),(8,14),(7,10),(2,0),(1,12),(5,8),(7,14),(4,11),(12,13),(2,12),(9,15),(10,13),(6,3),(4,9),(8,1),(2,7),(1,3),(11,15),(14,12),(3,4),(5,0),(6,8),(6,5),(9,12),(1,0),(11,8),(6,7),(12,10),(1,5),(9,6),(14,12),(7,8),(15,13),(13,11),(9,10),(2,3),(12,11),(4,9),(1,2),(9,7),(3,5),(8,10),(9,11),(5,7),(8,9),(4,6),(6,7),(13,14),(10,11),(7,8),(12,13),(9,10),(12,11),(2,3),(5,4),(6,5),(3,4)]"
TESTS_COEVO__SEL_LEX,1026,0,True,63,6692,16384.5,1024,16,"[(9,6),(1,5),(7,11),(3,12),(13,8),(15,2),(14,0),(13,14),(3,6),(4,10),(5,11),(7,0),(15,10),(4,2),(0,2),(6,5),(12,9),(1,8),(13,4),(4,5),(15,12),(9,8),(11,14),(1,3),(3,8),(14,15),(7,10),(11,12),(0,1),(9,10),(6,13),(6,11),(7,2),(9,11),(14,10),(8,7),(4,1),(12,13),(10,12),(3,2),(7,4),(5,8),(8,10),(7,3),(3,6),(9,5),(11,10),(13,14),(7,10),(2,1),(12,13),(9,6),(6,7),(9,8),(9,10),(5,3),(6,5),(7,8),(7,6),(4,2),(3,4),(8,9),(12,11)]"
TESTS_COEVO__SEL_LEX,1027,0,True,63,55871,16384.5,1024,16,"[(8,1),(2,6),(9,12),(14,15),(7,4),(8,7),(11,3),(13,0),(4,0),(12,15),(9,1),(2,14),(2,1),(5,10),(6,13),(4,14),(3,5),(10,11),(3,0),(7,5),(12,6),(10,9),(5,6),(4,9),(13,15),(4,2),(3,5),(8,11),(5,4),(7,13),(2,3),(11,15),(10,14),(10,9),(8,12),(6,8),(12,14),(13,11),(12,11),(8,10),(8,7),(9,6),(8,11),(0,1),(5,10),(6,7),(14,13),(1,3),(5,9),(10,11),(6,3),(2,1),(6,4),(5,6),(9,8),(4,2),(4,3),(10,9),(7,5),(12,13),(6,7),(8,7),(12,11)]"
TESTS_COEVO__SEL_LEX,1028,0,True,62,65496,16384.5,1024,16,"[(1,13),(2,15),(5,9),(7,11),(0,4),(14,6),(3,8),(12,10),(6,10),(14,12),(8,13),(0,5),(15,11),(2,3),(13,14),(9,4),(9,15),(4,11),(8,10),(9,13),(3,12),(1,7),(1,0),(7,5),(14,15),(10,11),(4,8),(3,1),(2,6),(12,7),(12,14),(0,2),(13,11),(6,5),(10,7),(1,2),(14,13),(5,4),(7,9),(1,4),(2,5),(6,8),(9,8),(3,10),(2,4),(3,8),(6,8),(9,10),(11,12),(3,6),(7,5),(10,11),(13,12),(5,3),(6,7),(9,8),(8,10),(6,5),(12,11),(9,10),(7,8),(3,4)]"
TESTS_COEVO__SEL_LEX,1029,0,True,63,65031,16384.5,1024,16,"[(4,9),(5,13),(2,1),(6,15),(0,12),(8,3),(10,14),(14,12),(2,8),(9,13),(11,7),(13,8),(11,15),(3,4),(1,6),(11,2),(9,12),(14,15),(0,5),(1,0),(7,10),(7,3),(8,14),(11,12),(6,5),(13,15),(12,13),(3,0),(2,9),(10,4),(2,3),(7,4),(9,8),(1,5),(6,10),(10,11),(1,4),(11,9),(6,4),(5,7),(14,13),(12,13),(5,3),(8,10),(9,10),(6,7),(2,1),(5,4),(8,6),(9,7),(10,12),(5,7),(9,12),(14,11),(4,6),(11,13),(10,8),(11,12),(6,5),(3,2),(9,10),(8,7),(4,3)]"
TESTS_COEVO__SEL_LEX,1030,0,True,62,17322,16384.5,1024,16,"[(11,13),(8,4),(0,3),(9,10),(4,0),(12,6),(5,14),(7,1),(12,10),(8,7),(15,2),(3,15),(9,6),(1,11),(5,2),(13,14),(7,3),(12,15),(10,13),(6,2),(8,14),(1,0),(5,9),(1,6),(9,10),(4,11),(10,11),(12,8),(5,4),(7,13),(8,7),(5,10),(11,13),(14,15),(0,2),(7,5),(9,3),(10,8),(3,4),(14,12),(6,7),(2,1),(12,11),(5,9),(9,8),(7,11),(2,4),(1,3),(14,13),(9,10),(6,4),(12,13),(10,11),(12,11),(9,7),(6,8),(5,4),(9,10),(8,7),(3,2),(6,5),(3,4)]"
TESTS_COEVO__SEL_TOURN,1061,0,True,63,88276,16384.5,1024,16,"[(5,7),(2,15),(0,8),(6,13),(10,4),(12,3),(15,10),(8,12),(11,9),(3,0),(1,14),(11,13),(11,10),(14,7),(12,13),(9,6),(14,15),(4,1),(2,5),(8,4),(2,6),(1,0),(5,9),(3,7),(12,14),(6,1),(12,7),(9,8),(5,4),(3,10),(4,1),(6,8),(13,15),(2,0),(4,5),(11,12),(2,3),(1,2),(4,3),(8,7),(11,10),(10,5),(12,9),(8,10),(2,3),(13,14),(6,4),(5,7),(13,9),(11,9),(7,6),(9,8),(11,10),(12,14),(6,8),(4,5),(12,13),(11,12),(6,5),(9,7),(9,10),(8,7),(4,3)]"
TESTS_COEVO__SEL_TOURN,1062,0,True,61,40469,16384.5,1024,16,"[(14,7),(13,4),(1,10),(2,8),(11,15),(3,12),(0,5),(9,6),(4,0),(14,8),(10,13),(3,2),(1,7),(12,9),(14,12),(9,8),(1,0),(4,7),(5,15),(11,6),(2,6),(10,5),(8,5),(9,10),(3,11),(4,3),(15,13),(8,9),(11,7),(1,6),(7,6),(14,15),(7,9),(2,0),(6,8),(5,2),(12,13),(7,12),(10,13),(11,14),(14,13),(10,11),(3,1),(6,7),(10,12),(4,8),(9,8),(13,11),(5,3),(12,9),(1,2),(5,4),(6,4),(5,7),(10,8),(2,3),(3,4),(5,6),(9,10),(7,8),(12,11)]"
TESTS_COEVO__SEL_TOURN,1063,0,True,80,52221,16384.4,1024,16,"[(12,11),(9,6),(1,2),(15,13),(10,11),(3,7),(11,5),(0,9),(4,10),(5,0),(3,8),(8,10),(3,15),(14,13),(14,12),(2,8),(6,1),(10,5),(3,4),(11,8),(2,14),(9,7),(15,9),(13,8),(4,2),(0,8),(12,9),(2,9),(1,3),(11,12),(8,3),(13,7),(1,0),(7,5),(11,5),(6,14),(15,14),(10,12),(5,6),(8,9),(2,5),(4,7),(10,14),(9,7),(8,4),(10,6),(9,10),(11,10),(12,15),(6,10),(8,3),(1,3),(3,5),(10,13),(2,1),(4,2),(13,7),(2,3),(8,10),(10,9),(14,12),(12,13),(6,8),(3,7),(9,7),(13,11),(0,13),(11,12),(11,10),(7,5),(8,7),(9,8),(6,4),(3,4),(10,9),(6,2),(5,6),(13,14),(6,7),(4,5)]"
TESTS_COEVO__SEL_TOURN,1064,0,True,78,17367,16384.4,1024,16,"[(1,10),(9,1),(3,13),(6,0),(4,14),(15,11),(7,0),(1,4),(13,2),(9,5),(9,7),(13,7),(15,6),(10,2),(13,14),(8,3),(4,2),(2,11),(3,10),(6,1),(9,12),(5,4),(15,12),(0,4),(8,11),(4,13),(7,6),(10,15),(11,14),(14,15),(9,3),(13,9),(6,9),(1,0),(10,13),(3,2),(12,14),(10,7),(14,13),(7,9),(8,4),(12,8),(12,10),(5,11),(2,0),(3,1),(12,13),(11,1),(8,5),(12,10),(11,9),(2,6),(8,9),(6,4),(9,10),(4,2),(0,9),(6,3),(5,7),(9,7),(8,6),(10,7),(8,9),(3,5),(10,11),(10,14),(13,11),(7,6),(1,2),(12,10),(11,12),(4,2),(10,9),(3,4),(14,13),(5,4),(6,5),(8,7)]"
TESTS_COEVO__SEL_TOURN,1065,0,True,65,80035,16384.5,1024,16,"[(1,11),(10,9),(0,15),(3,2),(5,8),(5,2),(7,13),(14,6),(12,4),(11,10),(12,13),(9,7),(9,5),(3,15),(8,14),(11,14),(6,4),(15,13),(1,0),(1,6),(13,11),(8,12),(9,6),(4,2),(3,10),(5,1),(0,7),(7,4),(2,0),(10,9),(14,15),(8,3),(3,2),(6,7),(10,12),(8,5),(9,10),(9,7),(8,11),(5,6),(14,13),(11,9),(7,5),(1,4),(4,3),(8,5),(6,4),(6,9),(2,1),(10,13),(3,2),(4,6),(12,14),(12,13),(8,7),(10,8),(4,7),(6,8),(11,12),(3,5),(10,11),(9,10),(6,7),(8,9),(4,5)]"
TESTS_COEVO__SEL_TOURN,1066,0,True,68,64807,16384.5,1024,16,"[(2,7),(14,15),(10,12),(8,0),(14,5),(1,9),(3,6),(4,13),(11,0),(11,13),(1,10),(14,9),(7,8),(15,11),(4,0),(6,12),(7,4),(15,10),(9,6),(12,8),(14,13),(0,1),(3,2),(2,5),(14,15),(3,15),(10,7),(4,6),(8,13),(1,5),(11,3),(0,2),(5,11),(12,15),(1,4),(12,14),(3,7),(9,10),(10,13),(8,9),(6,5),(2,3),(7,5),(4,3),(9,6),(10,12),(11,13),(10,11),(5,8),(11,9),(2,1),(3,2),(3,5),(14,13),(8,4),(7,8),(8,9),(12,13),(10,6),(12,11),(4,5),(11,9),(6,7),(7,5),(10,8),(5,6),(7,8),(9,10)]"
TESTS_COEVO__SEL_TOURN,1067,0,True,78,5132,16384.4,1024,16,"[(4,12),(3,2),(15,14),(3,11),(8,5),(1,9),(7,6),(4,13),(15,7),(14,4),(11,9),(12,10),(0,10),(2,8),(2,1),(13,12),(0,7),(1,12),(15,12),(3,5),(2,14),(8,10),(8,5),(5,2),(8,15),(10,11),(13,15),(3,0),(12,10),(6,5),(13,6),(3,7),(4,5),(8,12),(1,0),(9,14),(5,10),(4,2),(14,12),(12,8),(4,1),(3,9),(5,3),(7,10),(15,11),(15,10),(6,9),(6,8),(10,11),(13,12),(9,10),(9,12),(7,6),(4,5),(11,7),(7,5),(1,3),(13,10),(8,9),(11,14),(13,14),(4,3),(9,10),(10,12),(7,9),(5,8),(8,7),(0,2),(6,4),(10,11),(11,12),(2,3),(8,6),(9,10),(3,4),(1,2),(13,12),(5,6)]"
TESTS_COEVO__SEL_TOURN,1068,0,True,74,72661,16384.4,1024,16,"[(10,15),(2,13),(5,12),(15,2),(5,8),(8,9),(10,7),(14,7),(12,10),(5,13),(6,11),(1,4),(1,3),(0,3),(11,3),(1,2),(5,3),(1,7),(13,0),(4,14),(8,4),(0,4),(5,8),(8,13),(6,10),(1,3),(4,10),(14,15),(8,14),(6,0),(11,12),(9,15),(7,9),(8,5),(2,9),(6,7),(9,0),(0,1),(5,3),(1,6),(12,15),(9,10),(13,12),(14,11),(2,4),(8,11),(14,10),(8,9),(13,14),(2,3),(8,4),(7,9),(1,2),(10,12),(3,6),(11,10),(7,5),(7,8),(5,4),(15,14),(10,0),(9,8),(8,10),(9,11),(13,12),(6,7),(6,5),(2,3),(3,4),(12,11),(9,10),(7,8),(7,6),(5,4)]"
TESTS_COEVO__SEL_TOURN,1069,0,True,80,22702,16384.4,1024,16,"[(6,13),(7,12),(4,9),(9,1),(5,2),(4,10),(0,7),(15,1),(4,6),(0,3),(2,1),(4,14),(12,11),(15,5),(4,0),(7,6),(3,14),(10,15),(6,6),(11,8),(8,5),(9,11),(5,1),(2,3),(15,11),(13,10),(7,11),(14,6),(10,9),(5,4),(12,13),(2,2),(9,2),(8,6),(12,3),(5,9),(11,15),(8,7),(6,5),(12,8),(0,1),(10,9),(2,5),(13,2),(9,6),(4,1),(3,7),(13,14),(14,15),(11,13),(8,10),(2,1),(10,12),(3,5),(9,8),(10,7),(7,11),(4,3),(1,0),(15,8),(6,4),(14,13),(5,4),(3,2),(10,13),(9,11),(5,6),(7,8),(12,14),(5,7),(4,3),(8,9),(12,13),(7,6),(10,9),(10,11),(5,4),(8,7),(12,11),(9,8)]"
TESTS_COEVO__SEL_TOURN,1070,0,True,65,89605,16384.5,1024,16,"[(7,1),(5,0),(13,2),(6,4),(3,12),(15,9),(3,4),(8,14),(15,12),(10,11),(5,11),(2,8),(9,10),(3,2),(6,7),(2,10),(13,14),(13,4),(5,8),(15,14),(3,4),(13,10),(6,12),(9,8),(11,7),(12,9),(5,6),(1,0),(14,7),(4,8),(13,1),(12,13),(8,1),(3,1),(15,11),(1,5),(4,2),(8,9),(10,0),(4,0),(5,4),(8,6),(11,14),(3,10),(10,7),(12,11),(3,5),(7,8),(11,9),(6,7),(13,14),(6,3),(2,0),(1,2),(8,10),(2,4),(9,8),(5,7),(10,11),(9,10),(7,8),(12,13),(3,4),(6,5),(12,11)]"
TESTS_COEVO__SEL_TOURN,1071,0,True,78,6047,16384.4,1024,16,"[(6,8),(1,3),(7,12),(2,8),(14,15),(15,3),(0,15),(5,7),(13,12),(10,9),(12,1),(13,10),(15,13),(8,7),(14,0),(2,12),(12,13),(11,6),(10,4),(7,7),(7,9),(14,2),(0,1),(5,6),(2,4),(14,8),(4,1),(1,6),(10,11),(4,5),(8,6),(11,3),(11,14),(13,9),(3,7),(13,6),(10,6),(13,15),(3,0),(10,11),(5,12),(2,4),(9,7),(3,4),(12,9),(10,8),(5,7),(10,11),(4,1),(10,12),(2,0),(15,10),(11,13),(7,8),(10,9),(8,9),(1,6),(7,4),(10,11),(14,15),(3,2),(9,11),(14,15),(5,6),(8,6),(1,3),(4,6),(5,3),(13,14),(8,7),(2,1),(12,13),(9,10),(2,3),(9,8),(12,11),(4,5),(6,7)]"
TESTS_COEVO__SEL_TOURN,1072,0,True,63,87256,16384.5,1024,16,"[(4,5),(12,9),(14,3),(10,6),(13,15),(9,3),(8,2),(15,12),(14,8),(7,0),(6,4),(1,11),(0,1),(11,13),(2,11),(0,4),(8,12),(3,2),(13,5),(0,2),(10,7),(1,6),(5,7),(9,11),(8,1),(10,13),(15,14),(1,2),(5,3),(11,6),(13,15),(7,12),(10,14),(10,5),(7,10),(4,9),(12,11),(5,9),(4,3),(14,13),(8,6),(2,4),(8,9),(9,10),(6,7),(6,5),(11,13),(6,4),(7,8),(11,10),(6,7),(4,5),(12,14),(12,13),(9,8),(8,10),(3,1),(8,7),(11,12),(6,5),(2,3),(9,10),(3,4)]"
TESTS_COEVO__SEL_TOURN,1073,0,True,76,67091,16384.4,1024,16,"[(2,13),(11,8),(1,10),(10,11),(4,12),(0,8),(3,14),(15,5),(5,2),(13,6),(11,9),(10,3),(9,12),(15,12),(7,4),(7,12),(8,12),(1,5),(1,3),(11,4),(14,5),(2,4),(0,9),(1,0),(3,9),(10,9),(12,14),(14,15),(6,7),(0,2),(5,8),(7,10),(3,6),(8,5),(13,11),(11,14),(5,3),(4,1),(5,6),(9,4),(8,7),(2,1),(6,14),(10,8),(1,3),(6,7),(11,4),(15,13),(12,13),(0,1),(6,4),(11,12),(9,8),(11,4),(14,10),(12,7),(2,5),(2,3),(4,2),(4,3),(13,14),(11,7),(10,12),(8,7),(11,9),(8,9),(6,5),(8,6),(10,9),(13,12),(5,7),(8,9),(12,11),(11,10),(5,4),(6,7)]"
TESTS_COEVO__SEL_TOURN,1074,0,True,79,6769,16384.4,1024,16,"[(12,8),(15,14),(8,3),(6,9),(2,4),(11,10),(3,10),(7,4),(15,8),(11,0),(14,2),(4,12),(0,6),(9,13),(5,1),(8,1),(5,8),(3,0),(2,1),(14,5),(13,8),(9,4),(9,6),(12,11),(4,3),(15,7),(10,5),(15,12),(11,8),(0,1),(6,10),(11,14),(0,13),(10,3),(13,15),(3,2),(11,4),(9,7),(6,3),(1,2),(12,14),(5,8),(1,3),(9,10),(7,13),(0,1),(5,2),(8,7),(5,3),(12,11),(11,12),(3,2),(14,10),(7,6),(1,2),(8,7),(6,4),(7,6),(8,9),(8,11),(10,13),(5,6),(9,12),(7,6),(12,13),(11,9),(6,8),(4,3),(10,11),(5,4),(2,3),(7,6),(7,8),(10,9),(11,12),(9,8),(10,9),(6,5),(13,14)]"
